model_year,KM,HP,Litros,Cilindros,price_eur
2008,75156,235.0,3.2,6.0,10374
2008,308994,166.0,2.4,4.0,10010
2016,82616,268.0,3.5,6.0,23655
2019,70811,246.0,2.0,4.0,26390
2019,148060,295.0,3.5,6.0,27300
2011,252435,310.0,5.4,8.0,13013
2013,144358,321.0,3.6,6.0,16379
2016,217825,280.0,3.5,6.0,18109
2018,101863,340.0,3.0,6.0,27294
2022,8079,278.0,3.5,6.0,33215
2016,119315,285.0,3.6,6.0,20930
2015,180995,240.0,2.0,4.0,10915
2015,96561,348.0,3.8,6.0,15470
2022,4657,355.0,5.3,8.0,58149
2017,72420,164.0,1.4,4.0,20475
2015,30016,560.0,4.4,8.0,54190
2002,67592,252.0,3.9,8.0,10010
2020,75464,246.0,2.0,4.0,28210
2005,282797,302.0,5.0,8.0,6370
2018,79297,420.0,6.2,8.0,49140
2022,56005,248.0,2.0,4.0,41860
2019,80467,335.0,3.0,6.0,39130
2006,144680,325.0,6.0,8.0,27295
2013,74271,306.0,3.0,6.0,15470
2018,88514,355.0,5.3,8.0,34489
2016,79823,455.0,6.2,8.0,29575
2008,125126,500.0,5.0,10.0,19110
2019,31945,134.0,1.5,3.0,21840
2011,109432,265.0,2.9,6.0,27300
2007,58741,210.0,3.7,6.0,14560
2011,244620,365.0,3.5,6.0,12740
2020,22885,255.0,2.0,4.0,32305
2005,178476,325.0,6.0,8.0,17745
2012,154201,302.0,3.5,6.0,10920
2007,202777,210.0,4.0,6.0,8190
2019,170590,166.0,2.0,4.0,10920
2015,98653,311.0,3.8,6.0,18336
2012,100584,270.0,3.0,6.0,17249
2018,122310,420.0,6.2,8.0,40495
2014,197949,306.0,3.5,6.0,16380
2017,80065,404.0,3.0,6.0,25475
2011,220480,420.0,5.6,8.0,7735
2014,113156,330.0,3.7,6.0,18195
2015,110642,320.0,3.0,6.0,23659
2021,107021,310.0,3.6,6.0,25935
2016,110021,132.0,1.8,4.0,14560
2020,58741,550.0,5.0,8.0,65520
2015,96965,272.0,3.0,6.0,17290
2019,67914,255.0,2.0,4.0,25025
2022,8690,490.0,6.2,8.0,81809
2011,217261,300.0,3.0,6.0,9099
2014,211146,134.0,1.8,4.0,12740
2021,30838,255.0,2.0,4.0,35035
2007,81272,355.0,3.8,6.0,50960
2020,49085,247.0,2.0,4.0,40040
2021,14806,335.0,3.0,6.0,64792
2015,170590,301.0,4.6,8.0,34125
2017,49005,425.0,3.0,6.0,48229
2015,119091,425.0,3.0,6.0,36400
2016,197386,440.0,6.7,8.0,35399
2012,104607,332.0,3.7,6.0,19565
2014,99779,185.0,2.4,4.0,17278
2023,1650,437.0,3.4,6.0,77350
2007,308833,403.0,6.2,8.0,8872
2018,80467,350.0,2.5,4.0,50050
2003,144841,302.0,4.6,8.0,14105
2015,164153,355.0,5.3,8.0,22295
2015,162544,134.0,1.8,4.0,15015
2010,167372,403.0,6.2,8.0,17745
2008,53591,382.0,5.5,8.0,31395
2013,215985,156.0,2.0,4.0,5005
2020,16898,250.0,2.0,4.0,32760
2016,114263,385.0,5.0,8.0,22158
2017,88514,405.0,3.0,6.0,35581
2014,195535,363.0,5.7,8.0,14559
2006,123919,286.0,2.0,4.0,51870
2011,312213,320.0,5.3,8.0,9054
2013,101871,362.0,4.6,8.0,20748
2023,15289,400.0,3.5,6.0,57785
2011,117482,300.0,3.0,6.0,14560
2016,114263,265.0,3.5,6.0,19565
2015,18507,340.0,3.4,6.0,65520
2011,173516,204.0,2.5,6.0,10374
2015,252667,290.0,3.6,6.0,15470
2007,59893,210.0,3.3,6.0,13645
2023,9801,237.0,2.0,4.0,42679
2014,260543,400.0,5.6,8.0,17199
2023,4748,375.0,3.0,6.0,79170
2006,221808,215.0,3.0,6.0,3640
2007,222089,382.0,5.5,8.0,9100
2015,96722,300.0,3.0,6.0,22745
2007,26071,173.0,2.7,6.0,7462
2022,22692,255.0,2.0,4.0,48230
2016,165762,380.0,3.0,6.0,30939
2015,217487,270.0,3.5,6.0,21385
2009,128575,332.0,3.7,6.0,14469
2023,4023,420.0,6.2,8.0,76440
2009,267473,207.0,4.0,6.0,6369
2008,71294,237.0,2.2,4.0,56420
2000,72420,290.0,4.0,8.0,11375
2017,98057,268.0,2.0,4.0,21612
2012,107021,385.0,5.0,8.0,18154
2004,300947,300.0,5.4,8.0,5732
2004,296119,240.0,3.5,6.0,9555
2008,64052,158.0,2.0,4.0,12058
2018,107882,252.0,2.0,4.0,28665
2021,27198,255.0,2.0,4.0,39130
2010,115873,136.0,2.0,4.0,9919
2013,164153,365.0,3.5,6.0,20930
2006,44107,300.0,4.6,8.0,19792
2010,172200,205.0,3.8,6.0,15925
2010,197949,300.0,3.7,6.0,12638
2007,158565,158.0,2.4,4.0,6780
2022,21565,228.0,2.4,4.0,30484
2022,12453,271.0,2.4,4.0,30030
2021,43452,248.0,2.0,4.0,34944
2007,163509,255.0,3.5,6.0,6097
2013,171210,385.0,6.7,6.0,39039
2016,217261,360.0,5.7,8.0,18200
2021,59393,382.0,3.0,6.0,45500
2021,2977,266.0,2.5,4.0,44590
2008,220047,202.0,3.8,6.0,14469
2004,276405,295.0,5.3,8.0,11828
2017,131966,301.0,4.6,8.0,29939
2020,87267,518.0,5.0,8.0,61425
2016,188293,365.0,3.5,6.0,24115
2004,244620,195.0,4.3,6.0,7279
2013,160905,150.0,2.0,4.0,6279
2014,112654,240.0,2.0,4.0,18200
2020,65983,295.0,3.5,6.0,35217
2012,233194,155.0,2.0,4.0,5460
2021,37485,420.0,6.2,8.0,66885
2010,144921,235.0,3.2,6.0,5278
2018,79663,220.0,2.0,4.0,22750
2015,255886,355.0,5.3,8.0,24479
2015,125728,292.0,2.0,4.0,19565
2008,100388,380.0,4.3,8.0,30935
2005,159325,298.0,3.5,6.0,17199
2014,136947,445.0,4.4,8.0,22659
2019,37578,335.0,3.0,6.0,43680
2023,19000,310.0,3.6,6.0,42770
2016,27906,208.0,2.0,4.0,26390
2016,144841,210.0,2.0,4.0,15242
2023,16093,155.0,1.3,3.0,29120
2017,81835,455.0,6.2,8.0,33670
2014,132771,143.0,1.8,4.0,13650
2017,64696,395.0,5.7,8.0,21840
2016,91478,510.0,5.0,8.0,31850
2017,212866,385.0,6.2,8.0,32669
2022,37498,440.0,3.5,6.0,61425
2007,104607,400.0,6.0,8.0,30835
2022,39429,255.0,2.0,4.0,74756
2007,68614,355.0,3.8,6.0,66425
2020,47476,247.0,2.0,4.0,40950
2014,86261,300.0,3.0,6.0,23642
2018,46172,329.0,3.0,6.0,35381
2018,113898,333.0,3.0,6.0,28164
2015,129230,340.0,3.0,6.0,21839
2008,104285,443.0,4.4,8.0,22477
2016,189549,270.0,4.0,6.0,25252
2018,57695,252.0,2.0,4.0,30030
2018,83847,301.0,4.6,8.0,34580
2022,14494,255.0,2.0,4.0,51869
2018,105074,278.0,3.5,6.0,24070
2012,127281,567.0,6.0,12.0,42769
2016,16787,275.0,2.7,6.0,46409
2012,120028,283.0,3.6,6.0,7735
2013,100584,305.0,3.7,6.0,14560
2021,4828,460.0,5.0,8.0,45045
2022,60843,355.0,5.3,8.0,55414
2018,46671,166.0,2.4,4.0,17745
2012,117357,265.0,2.0,4.0,23659
2021,20827,355.0,5.3,8.0,46865
2020,20117,490.0,6.2,8.0,77349
2011,238183,335.0,4.7,8.0,9009
2020,89158,291.0,3.8,6.0,33215
2021,36693,335.0,3.0,6.0,47320
2016,75871,292.0,2.0,4.0,27254
2019,21082,460.0,6.2,8.0,56374
2017,39670,445.0,4.4,8.0,45500
2017,63167,300.0,3.0,6.0,26299
2022,36991,169.0,2.5,4.0,30485
2015,103481,550.0,5.0,8.0,40814
2012,86905,300.0,3.6,6.0,23660
2012,193121,328.0,3.7,6.0,13195
2016,137201,365.0,3.5,6.0,18195
2012,110240,400.0,4.4,8.0,16198
2017,119008,308.0,3.5,6.0,29111
2010,14645,276.0,3.5,6.0,50050
2012,116901,188.0,1.6,4.0,13650
2005,59063,400.0,6.0,8.0,23660
2022,16415,375.0,3.5,6.0,45955
2007,195745,210.0,4.0,6.0,8600
2023,5475,226.0,1.6,4.0,40040
2018,77249,567.0,4.4,8.0,49140
2010,41828,420.0,4.7,8.0,63695
2015,135185,362.0,3.0,6.0,18563
2019,107826,369.0,3.0,6.0,40495
2009,292691,169.0,2.5,4.0,5915
2008,149669,268.0,3.5,6.0,10920
2010,186684,201.0,2.4,4.0,8190
2014,79016,450.0,4.2,8.0,40859
2015,21404,449.0,4.7,8.0,56875
2017,100845,268.0,2.0,4.0,21840
2021,28968,335.0,3.6,6.0,27300
2018,43195,460.0,5.0,8.0,38675
2010,161694,230.0,3.2,6.0,9077
2020,66788,395.0,3.0,6.0,61880
2022,39429,285.0,3.6,6.0,58240
2016,111045,550.0,5.5,8.0,33215
2006,158199,362.0,5.4,8.0,14469
2014,192719,300.0,3.0,6.0,14104
2021,37717,311.0,3.5,6.0,38154
2023,18507,315.0,2.7,6.0,49586
2018,132449,252.0,2.0,4.0,31850
2018,78858,241.0,2.0,4.0,21340
2020,148060,420.0,6.2,8.0,45500
2017,138404,350.0,6.7,6.0,37310
2017,244620,290.0,3.5,6.0,14104
2002,124241,205.0,2.0,4.0,6825
2016,143470,268.0,3.5,6.0,15925
2018,26393,292.0,2.0,4.0,38948
2020,57936,385.0,6.2,8.0,40040
2018,77717,567.0,4.4,8.0,61198
2008,257495,236.0,4.0,6.0,15470
2017,81014,380.0,3.0,6.0,42770
2008,152888,300.0,5.4,8.0,9919
2014,181212,260.0,3.5,6.0,11830
2010,172200,138.0,2.0,4.0,5688
2008,140013,300.0,3.0,6.0,13923
2023,3701,455.0,6.2,8.0,46865
2017,65339,252.0,2.0,4.0,29120
2022,5082,490.0,6.2,8.0,78250
2020,52696,182.0,2.5,4.0,21840
2013,133415,290.0,3.5,6.0,14560
2021,20117,382.0,3.0,6.0,48685
2023,2515,285.0,3.6,6.0,56875
2018,75174,304.0,3.6,6.0,18974
2008,181856,416.0,5.0,8.0,30940
2017,60149,400.0,3.0,6.0,25025
2022,1717,315.0,2.0,4.0,43680
2017,58719,420.0,5.0,8.0,21794
2018,108994,420.0,6.2,8.0,47320
2015,41450,467.0,5.0,8.0,45495
2020,50292,325.0,2.7,6.0,38675
2019,27058,188.0,3.0,6.0,41769
2020,94468,375.0,3.5,6.0,44589
2013,96654,328.0,3.7,6.0,13650
2023,6437,490.0,6.2,8.0,67249
2017,59385,241.0,2.0,4.0,25935
2014,59243,240.0,2.0,4.0,24570
2017,104607,381.0,5.7,8.0,59150
2019,62764,450.0,3.5,6.0,47319
2002,27842,405.0,5.7,8.0,30939
2023,805,245.0,2.5,4.0,54145
2016,79984,350.0,2.3,4.0,28847
2004,128160,280.0,3.9,8.0,12285
2015,153576,621.0,6.0,12.0,50050
2011,220802,300.0,3.7,6.0,10920
2017,68552,440.0,2.9,6.0,70980
2008,261921,320.0,5.3,8.0,6552
2011,210697,400.0,5.6,8.0,10920
2019,84933,285.0,3.6,6.0,36217
2012,2084,444.0,5.0,8.0,45491
2010,172974,239.0,3.7,5.0,12285
2013,153805,403.0,6.2,8.0,20020
2016,96561,310.0,3.6,6.0,40950
2014,230764,280.0,3.6,6.0,11830
2005,145163,227.0,2.0,4.0,11374
2015,199559,184.0,2.5,4.0,11739
2008,59546,260.0,2.0,4.0,13645
2018,117321,306.0,2.0,4.0,32305
2017,118045,485.0,6.4,8.0,33670
2015,123073,445.0,4.4,8.0,29120
2022,5311,400.0,3.0,6.0,49140
2022,20992,139.0,1.6,4.0,22749
2005,172200,250.0,3.0,6.0,6461
2009,126334,179.0,2.5,4.0,10920
2005,212112,295.0,5.3,8.0,5278
2005,105814,280.0,3.2,6.0,19792
2008,273588,126.0,1.8,4.0,4731
2017,91588,280.0,2.0,4.0,20930
2015,175950,240.0,2.0,4.0,12148
2011,265542,122.0,1.8,4.0,3640
2020,36156,301.0,4.6,8.0,41769
2016,160934,240.0,2.0,4.0,21840
2008,158087,425.0,6.1,8.0,14105
2012,172200,170.0,2.5,5.0,8644
2003,156905,390.0,4.6,8.0,22295
2015,152888,240.0,2.0,4.0,13559
2016,1609,404.0,3.0,6.0,32760
2002,196018,174.0,2.8,6.0,3913
2021,27359,475.0,6.4,8.0,59150
2021,23242,280.0,3.5,6.0,35035
2013,223216,381.0,5.7,8.0,17108
2006,104607,355.0,3.8,6.0,39130
2016,96561,354.0,3.0,6.0,22477
2009,244730,403.0,6.2,8.0,11238
2015,63569,440.0,4.8,8.0,47857
2013,123115,291.0,2.0,4.0,25480
2019,79663,463.0,4.0,8.0,50869
2014,149445,375.0,5.7,8.0,17972
2016,161858,300.0,3.6,6.0,15925
2016,127138,240.0,2.0,4.0,21840
2020,84769,445.0,6.6,8.0,63245
2011,302557,210.0,3.7,6.0,7735
2020,45031,285.0,3.6,6.0,43225
2018,31382,227.0,2.5,4.0,29348
2016,53005,563.0,5.5,8.0,81900
2021,41843,228.0,2.0,4.0,28119
2021,33796,383.0,5.7,8.0,81899
2020,22531,208.0,2.0,4.0,43680
2019,86385,390.0,5.6,8.0,25389
2014,113639,201.0,1.8,4.0,13195
2017,177028,355.0,5.3,8.0,31849
2015,99256,208.0,2.0,4.0,17290
2011,120701,306.0,3.8,6.0,10920
2017,110837,255.0,3.5,6.0,25890
2013,168107,211.0,2.0,4.0,16289
2008,83453,430.0,6.2,8.0,32669
2003,14903,142.0,1.8,4.0,20020
2021,20600,248.0,2.0,4.0,36391
2020,78858,295.0,3.6,6.0,36400
2016,133576,272.0,2.0,4.0,15015
2018,29797,526.0,5.2,8.0,55389
2019,141249,395.0,5.7,8.0,40040
2015,120482,288.0,3.6,6.0,18000
2017,86340,295.0,3.5,6.0,30030
2021,4913,490.0,6.2,8.0,76349
2017,70811,152.0,2.0,4.0,21385
2017,85295,510.0,5.0,8.0,43225
2019,51499,197.0,2.5,4.0,24570
2013,138404,560.0,4.4,8.0,29120
2016,86744,268.0,3.5,6.0,25025
2016,117482,320.0,3.0,6.0,21839
2018,131162,445.0,4.4,8.0,37538
2013,115873,429.0,5.0,8.0,15925
2021,24140,455.0,6.2,8.0,39585
2019,115873,355.0,5.3,8.0,35490
2014,139720,240.0,3.0,6.0,30485
2015,230539,328.0,3.7,6.0,10465
2000,156911,345.0,5.7,8.0,9100
2014,167372,306.0,3.5,6.0,19110
2011,257495,365.0,3.5,6.0,4277
2019,38346,248.0,2.0,4.0,31845
2007,181260,266.0,3.5,6.0,10465
2016,271335,420.0,6.2,8.0,26845
2017,108631,310.0,3.6,6.0,18200
2003,25910,390.0,4.6,8.0,32305
2018,268760,284.0,3.5,6.0,13195
2019,84093,228.0,2.0,4.0,31395
2023,8369,490.0,6.2,8.0,80899
2023,14162,389.0,3.4,6.0,62335
2013,215652,383.0,5.7,8.0,27295
2018,35406,208.0,2.5,4.0,26845
2014,122584,208.0,2.0,4.0,15015
2023,2414,275.0,2.3,4.0,54600
2022,74030,395.0,3.0,6.0,68250
2020,130357,518.0,5.0,8.0,58968
2016,50694,560.0,4.0,8.0,60970
2017,128667,189.0,2.0,4.0,15825
2015,155263,290.0,3.3,6.0,11830
2009,134948,172.0,1.6,4.0,6324
2016,140161,256.0,3.6,6.0,17745
2007,218010,205.0,3.8,6.0,14332
2022,34440,277.0,3.0,6.0,62790
2009,126195,420.0,4.0,8.0,26162
2012,137200,326.0,3.0,6.0,16835
2017,150474,295.0,3.5,6.0,14560
2020,56327,295.0,3.5,6.0,33669
2018,100101,306.0,3.5,6.0,32493
2006,74847,215.0,3.0,6.0,10465
2018,130357,285.0,4.3,6.0,29120
2020,53205,285.0,3.6,6.0,33215
2018,78245,400.0,3.5,6.0,46864
2022,14484,382.0,3.0,6.0,51779
2016,191512,381.0,5.7,8.0,27254
2019,51930,385.0,6.2,8.0,42315
2022,30980,420.0,6.2,8.0,79169
2013,168971,199.0,2.4,4.0,8190
2019,86908,304.0,3.6,6.0,20475
2015,156589,240.0,3.0,6.0,27295
2017,84143,240.0,2.0,4.0,11375
2019,72004,450.0,3.5,6.0,48229
2017,96561,503.0,4.0,8.0,47775
2021,13338,365.0,3.3,6.0,41768
2015,130357,320.0,3.0,6.0,25380
2020,29551,503.0,3.0,6.0,54600
2020,83686,375.0,3.5,6.0,48887
2002,309155,207.0,4.0,6.0,5870
2001,95756,215.0,3.2,6.0,5915
2010,100975,400.0,4.8,8.0,26026
2017,117551,300.0,3.6,6.0,28201
2019,28164,518.0,5.0,8.0,59150
2011,142105,235.0,3.2,6.0,10465
2015,138404,397.0,6.6,8.0,44590
2006,114907,201.0,2.0,4.0,13641
2003,171395,280.0,3.5,6.0,8645
2007,149669,340.0,4.2,8.0,10005
2012,242850,381.0,5.7,8.0,15925
2020,9696,205.0,1.5,4.0,25025
2014,178790,355.0,5.3,8.0,23660
2011,183985,175.0,2.5,4.0,5460
2015,135751,188.0,2.0,4.0,9100
2015,177028,188.0,3.0,6.0,26390
2023,11265,285.0,3.6,6.0,41860
2017,75961,340.0,3.0,6.0,26390
2019,97848,186.0,2.5,4.0,18109
2018,86554,460.0,5.0,8.0,27254
2008,162331,380.0,4.6,8.0,14011
2008,162383,261.0,4.0,6.0,6369
2022,20439,260.0,2.4,4.0,35035
2021,41843,255.0,2.0,4.0,33670
2019,62121,450.0,6.7,8.0,49595
2016,159325,172.0,2.4,4.0,4550
2007,75639,260.0,2.0,4.0,12103
2016,193121,208.0,2.0,4.0,18018
2013,178637,211.0,2.0,4.0,10465
2004,233355,215.0,3.8,6.0,8144
2009,96722,382.0,5.5,8.0,24570
2022,11426,302.0,2.5,4.0,44590
2020,23099,375.0,5.6,8.0,58149
2022,16077,315.0,2.7,6.0,58695
2019,78053,480.0,5.0,8.0,40949
2016,193121,260.0,6.6,8.0,17745
2019,64374,603.0,4.0,8.0,65520
2014,55683,402.0,4.7,8.0,25025
2019,107944,450.0,3.5,6.0,43679
2012,34279,382.0,5.5,8.0,35035
2017,67029,310.0,2.3,4.0,21476
2006,107569,303.0,5.3,8.0,10920
2012,10300,550.0,5.4,8.0,43680
2017,189903,365.0,3.5,6.0,13650
2017,292901,365.0,3.5,6.0,15015
2012,88353,360.0,2.5,5.0,26299
2019,51499,174.0,2.0,4.0,29802
2020,60350,335.0,3.0,6.0,54509
2019,10783,300.0,2.0,4.0,57330
2020,30578,395.0,3.0,6.0,68159
2023,5267,490.0,6.2,8.0,71889
2020,64374,523.0,4.4,8.0,48230
2020,86502,295.0,3.5,6.0,29666
2001,107021,333.0,3.2,6.0,19110
2014,126334,302.0,3.5,6.0,16289
2018,115873,354.0,3.0,6.0,27300
2013,107826,555.0,4.4,8.0,22295
2020,193121,420.0,6.2,8.0,50050
2012,72420,556.0,6.2,8.0,37765
2008,198754,263.0,4.7,8.0,13195
2012,19473,440.0,4.7,8.0,34489
2018,74030,380.0,3.0,6.0,36400
2004,44418,239.0,4.6,8.0,13559
2013,85295,260.0,4.0,6.0,33433
2015,78858,201.0,1.8,4.0,21385
2014,146676,208.0,2.0,4.0,12285
2021,39107,382.0,3.0,6.0,45499
2018,152888,270.0,4.0,6.0,30030
2005,154497,260.0,3.6,6.0,4549
2005,243977,200.0,2.4,4.0,7188
2012,263128,283.0,3.6,6.0,5414
2011,127138,563.0,6.6,12.0,73073
2016,114714,333.0,3.0,6.0,20020
2019,54827,362.0,3.0,6.0,42679
2013,40126,429.0,4.6,8.0,36628
2014,229171,320.0,5.3,8.0,12285
2023,13036,300.0,2.5,4.0,52143
2023,3293,252.0,2.0,4.0,39584
2020,82077,410.0,6.4,8.0,40859
2015,241080,182.0,2.5,4.0,10556
2022,27359,315.0,2.7,6.0,63699
2016,153692,365.0,3.5,6.0,18200
2008,183927,400.0,4.2,8.0,9009
2015,288394,355.0,5.3,8.0,14560
2022,12553,455.0,2.0,4.0,60060
2017,88514,320.0,3.0,6.0,36400
2012,247195,300.0,3.0,6.0,15925
2017,155141,212.0,2.0,4.0,16835
2007,221016,242.0,3.7,5.0,9100
2014,185075,179.0,2.5,4.0,10460
2014,6759,335.0,3.0,6.0,59145
2022,20761,375.0,3.5,6.0,48230
2018,98170,187.0,2.5,4.0,19838
2007,127106,272.0,3.5,6.0,9646
2021,64374,303.0,3.6,6.0,29575
2005,95434,225.0,3.0,6.0,28119
2017,170590,362.0,3.0,6.0,23569
2013,62764,400.0,3.8,6.0,66430
2016,205996,290.0,3.5,6.0,17745
2017,238183,170.0,2.5,4.0,11830
2000,285980,170.0,2.5,6.0,2275
2016,297729,180.0,2.0,4.0,6825
2009,130883,355.0,6.0,8.0,15925
2018,45355,469.0,4.0,8.0,76895
2016,40234,385.0,5.0,8.0,59150
2018,22370,455.0,6.2,8.0,49586
2020,27117,460.0,5.0,8.0,37310
2021,23738,335.0,3.0,6.0,55564
2015,86905,449.0,4.7,8.0,33670
2015,216457,355.0,5.3,8.0,25480
2016,146835,265.0,3.5,6.0,15925
2019,84169,340.0,3.0,6.0,45409
2005,299402,160.0,2.0,4.0,6097
2020,2897,490.0,6.2,8.0,69160
2016,90123,510.0,5.0,8.0,45409
2014,106458,560.0,4.0,8.0,43675
2018,102596,410.0,6.4,8.0,32760
2002,288073,245.0,5.9,8.0,5915
2017,109757,201.0,2.4,4.0,14332
2015,104607,300.0,3.0,6.0,22745
2011,136633,390.0,5.0,8.0,20430
2003,196157,217.0,4.6,8.0,5460
2012,146035,192.0,2.4,4.0,11812
2014,80305,536.0,5.5,8.0,66429
2013,65661,265.0,2.7,6.0,32305
2011,69202,414.0,4.0,8.0,46319
2019,219112,335.0,3.6,6.0,20475
2014,120049,495.0,5.0,8.0,29530
2019,50986,280.0,3.6,6.0,30485
2017,62764,362.0,3.0,6.0,35490
2019,34182,444.0,2.9,6.0,54554
2011,294510,261.0,4.0,6.0,10920
2005,230289,400.0,6.0,8.0,14560
2019,94308,330.0,2.0,4.0,26390
2019,114703,260.0,2.4,4.0,21749
2009,117321,300.0,3.0,6.0,14105
2018,97623,375.0,3.5,6.0,42679
2010,89962,252.0,3.6,6.0,8144
2016,115470,295.0,3.5,6.0,25480
2008,239710,263.0,3.5,6.0,3549
2007,160452,260.0,3.0,6.0,7735
2014,101308,304.0,3.6,6.0,15923
2020,220480,355.0,5.3,8.0,41860
2021,45480,450.0,3.5,6.0,66384
2017,95595,241.0,2.0,4.0,19110
2011,56543,385.0,5.0,8.0,11284
2016,154497,252.0,2.0,4.0,20011
2015,86905,240.0,2.0,4.0,18196
2016,123919,240.0,2.0,4.0,24569
2012,305775,220.0,2.0,4.0,5460
2018,63247,383.0,5.7,8.0,63245
2019,70006,250.0,2.0,4.0,27300
2021,85295,420.0,6.2,8.0,61061
2021,49758,375.0,3.5,6.0,47319
2019,94951,147.0,1.4,4.0,15470
2023,17864,281.0,2.5,4.0,36582
2016,90501,425.0,3.0,6.0,45955
2012,169786,412.0,5.0,8.0,17290
2011,146157,211.0,2.0,4.0,7553
2016,205626,170.0,1.8,4.0,12558
2003,162544,240.0,2.0,4.0,25480
2010,156742,172.0,1.6,4.0,6096
2015,77249,306.0,3.5,6.0,29939
2009,216621,250.0,3.5,6.0,6825
2014,95756,340.0,3.0,6.0,30758
2021,20278,455.0,6.2,8.0,42770
2022,12875,335.0,3.0,6.0,77350
2010,205191,306.0,3.8,6.0,5460
2006,62977,400.0,6.0,8.0,31850
2019,45384,369.0,1.5,3.0,72754
2020,59945,395.0,3.0,6.0,49595
2004,177028,148.0,3.0,6.0,7735
2015,95387,325.0,3.0,6.0,27209
2013,244620,304.0,3.6,6.0,7735
2023,2894,355.0,3.0,6.0,48230
2020,125529,360.0,5.7,8.0,26845
2017,57936,280.0,2.0,4.0,19110
2017,182329,245.0,2.0,4.0,15015
2015,41116,455.0,6.2,8.0,44590
2015,197579,360.0,6.0,8.0,25024
2011,312213,283.0,3.6,6.0,3185
2021,87226,191.0,2.5,4.0,21658
2014,129391,202.0,2.5,4.0,13650
2022,7242,430.0,7.3,8.0,78715
2012,205996,181.0,1.6,4.0,7735
2021,41711,228.0,2.0,4.0,29120
2008,108228,268.0,3.5,6.0,10829
2019,123919,175.0,2.5,4.0,17062
2017,78697,350.0,2.5,4.0,56875
2018,84491,395.0,5.0,8.0,31850
2020,111828,291.0,3.8,6.0,29120
2013,108666,350.0,3.4,6.0,54145
2003,140979,315.0,3.6,6.0,29120
2020,46671,355.0,3.0,6.0,63700
2006,135507,300.0,3.5,6.0,9282
2019,57936,245.0,2.0,4.0,24115
2015,108164,520.0,4.8,8.0,47274
2017,101389,469.0,4.0,8.0,38220
2012,187048,288.0,3.6,6.0,7189
2015,144841,170.0,2.5,4.0,14560
2009,67536,500.0,4.8,8.0,31850
2018,77586,276.0,3.6,6.0,22749
2003,228527,184.0,2.5,6.0,4368
2018,78375,241.0,2.0,4.0,25389
2009,181856,244.0,2.3,4.0,5004
2005,45866,355.0,3.8,6.0,57785
2022,39992,382.0,3.0,6.0,48747
2019,31886,380.0,3.0,6.0,47229
2012,175418,134.0,1.8,4.0,13600
2015,153324,184.0,2.4,4.0,11346
2017,79027,420.0,6.2,8.0,36172
2011,225954,320.0,5.3,8.0,14560
2018,193121,450.0,6.7,8.0,50050
2006,234264,250.0,3.5,6.0,4095
2017,88514,380.0,3.0,6.0,30940
2020,61155,291.0,3.8,6.0,38219
2017,59707,335.0,3.0,6.0,23774
2004,70811,190.0,4.0,6.0,22749
2007,272966,210.0,4.0,6.0,5369
2021,27228,445.0,6.6,8.0,66430
2016,135623,380.0,3.5,6.0,22951
2021,22483,395.0,3.0,6.0,68705
2016,70811,577.0,5.5,8.0,42405
2017,118593,395.0,5.7,8.0,24570
2012,167372,315.0,5.3,8.0,15015
2009,214701,332.0,3.7,6.0,13649
2021,64309,375.0,5.7,8.0,25935
2022,5171,503.0,3.0,6.0,81895
2005,40636,190.0,1.8,4.0,40040
2017,119653,375.0,3.5,6.0,32760
2012,155463,261.0,4.0,6.0,15470
2008,125207,414.0,4.0,8.0,25935
2008,194409,268.0,3.5,6.0,12649
2021,56327,261.0,2.0,4.0,34124
2011,152083,291.0,2.0,4.0,24570
2012,125529,285.0,3.6,6.0,20020
2017,268035,355.0,5.3,8.0,22704
2018,51499,272.0,2.0,4.0,20929
2015,131966,220.0,2.0,4.0,15470
2016,186040,380.0,3.5,6.0,20475
2004,273588,310.0,6.8,10.0,7735
2022,2092,410.0,6.4,8.0,43680
2010,46671,350.0,3.7,6.0,26390
2018,70811,354.0,3.0,6.0,35490
2020,72420,300.0,2.3,4.0,30485
2011,112171,265.0,2.0,4.0,20930
2007,85295,200.0,3.8,6.0,5915
2014,125540,173.0,2.5,4.0,13422
2012,166200,310.0,3.0,6.0,14105
2008,201924,360.0,4.8,8.0,7280
2007,90123,300.0,4.2,8.0,16380
2020,126655,187.0,2.5,4.0,16380
2019,152324,275.0,3.7,6.0,33670
2015,55450,300.0,3.0,6.0,25480
2016,157716,355.0,5.3,8.0,27300
2022,161,277.0,3.0,6.0,56874
2013,93342,400.0,4.4,8.0,16289
2014,88514,302.0,3.5,6.0,17518
2014,145399,300.0,3.0,6.0,19838
2019,68600,485.0,6.4,8.0,38220
2022,7649,355.0,5.3,8.0,51870
2004,233355,217.0,4.6,8.0,14105
2018,116677,362.0,3.0,6.0,54600
2013,56198,440.0,4.7,8.0,35399
2024,3288,401.0,6.6,8.0,74165
2016,40042,265.0,2.7,6.0,45499
2021,24140,248.0,2.0,4.0,36395
2004,178471,287.0,3.5,6.0,10465
2013,47315,320.0,3.0,6.0,26390
2004,64391,350.0,5.7,8.0,21385
2019,42389,308.0,3.6,6.0,33442
2015,113459,340.0,3.0,6.0,24115
2019,185075,310.0,3.5,6.0,35490
2007,284854,320.0,5.3,8.0,9782
2022,25016,134.0,1.5,3.0,25480
2013,155171,199.0,2.4,4.0,13649
